batch_size,avg_time_per_entry_ms,total_time_ms
10,22.628116607666016,226.28116607666016
50,24.87285614013672,1243.642807006836
100,24.252092838287354,2425.2092838287354
500,24.43817377090454,12219.08688545227
1000,27.168412446975708,27168.412446975708
