log_count,logs_per_second,logs_per_second_std,time_seconds_mean,time_seconds_std,chunk_size_kb
1000,87762.48285377526,3209.0371707544714,0.011406619992339984,0.00041820292695275273,64.0
5000,142711.16396957735,12341.046231384424,0.03524409999954514,0.003013307448694128,64.0
10000,145767.20390019374,23974.923785840216,0.07041411999962292,0.013833493627874364,64.0
50000,148175.69158579057,19403.529113443823,0.34207822000607846,0.04447184803988589,64.0
100000,134242.38208262477,11056.37901149297,0.7489261600014288,0.060994699894612786,64.0
